author,title,genre,num_pages,year,publisher,language,version,price
Alison Bechdel,Are You My Mother?: A Comic Drama,Memoir,304,2013,Mariner Books,English,Paperback,19.95
Alison Bechdel,Are You My Mother?: A Comic Drama,Memoir,304,2013,Vintage Digital,English,Kindle,9.99
Alison Bechdel,Dykes to Watch Out For,Comics,416,2008,Mariner Books,English,Paperback,19.26
Alison Bechdel,The Secret to Superhuman Strength,Memoir,247,2021,Vintage Digital,English,Kindle,9.99
Alison Bechdel,Post-Dykes to Watch Out For,Comics,144,2000,Firebrand Books U.S.,English,Paperback,24.00
Alison Bechdel,Hot Throbbing Dykes to Watch Out For,Comics,144,1997,Firebrand Books U.S.,English,Paperback,45.00
Osamu Tezuka,Astro Boy Vol. 1,Science Fiction,668,2015,Dark Horse Manga,English,Paperback,20.49
Osamu Tezuka,Buddha Vol. 1: Kapilavastu,Historical Fiction,400,2006,Vertical,English,Paperback,6.20
Osamu Tezuka,Buddha Vol. 1: Kapilavastu,Historical Fiction,400,2017,Vertical,English,Kindle,5.60
Osamu Tezuka,Black Jack Vol. 1,Drama,300,2008,Vertical,English,Paperback,12.75
Osamu Tezuka,Black Jack Vol. 1,Drama,288,2014,Vertical,English,Kindle,5.65
Osamu Tezuka,Ode to Kirihito,Drama,830,2007,Vertical,English,Paperback,29.70
Osamu Tezuka,Ode to Kirihito,Drama,830,2015,Vertical,English,Kindle,8.24
Osamu Tezuka,Ayako,Historical Fiction,704,2013,Vertical,English,Paperback,20.49
Osamu Tezuka,Ayako,Historical Fiction,704,2017,Vertical,English,Kindle,9.02
Osamu Tezuka,Message to Adolf Vol. 1,Historical Fiction,592,2012,Vertical,English,Paperback,20.16
Osamu Tezuka,Message to Adolf Vol. 1,Historical Fiction,592,2012,Vertical,English,Kindle,8.00
Malala Yousafzai,I Am Malala,Memoir,272,2013,Orion Children's Books,English,Paperback,7.35
Malala Yousafzai,I Am Malala,Memoir,272,2013,Orion Children's Books,English,Kindle,4.49
Malala Yousafzai,We Are Displaced: My Journey and Stories from Refugee Girls Around the World,Memoir,224,2021,W&N,English,Paperback,8.99
Malala Yousafzai,We Are Displaced: My Journey and Stories from Refugee Girls Around the World,Memoir,224,2021,W&N,English,Kindle,4.99
Malala Yousafzai,Malala: My Story of Standing Up for Girls' Rights,Memoir,176,2018,Wren & Rook,English,Paperback,4.68
Malala Yousafzai,Malala: My Story of Standing Up for Girls' Rights,Memoir,176,2018,Wren & Rook,English,Kindle,3.49
Malala Yousafzai,Malala's Magic Pencil,Memoir,48,2019,Puffin,English,Paperback,7.35
Malala Yousafzai,Malala's Magic Pencil,Memoir,48,2019,Puffin,English,Kindle,5.99
Malala Yousafzai,Malala: Activist for Girls' Education,Memoir,48,2014,Charlesbridge Publishing,English,Paperback,10.99
Malala Yousafzai,Malala a Brave Girl from Pakistan/Iqbal a Brave Boy from Pakistan: Two Stories of Bravery,Memoir,40,2014,Beach Lane Books,English,Paperback,16.67
Nelson Mandela,"Long Walk to Freedom",Memoir,784,1995,Abacus,English,Paperback,6.99
Nelson Mandela,"Long Walk to Freedom",Memoir,784,1995,Abacus,English,Kindle,6.99
Nelson Mandela,"Conversations with Myself",Memoir,480,2011,Pan,English,Paperback,14.23
Nelson Mandela,"Conversations with Myself",Memoir,480,2011,Pan,English,Kindle,8.99
Nelson Mandela,"Nelson Mandela: The Authorized Comic Book",Memoir,207,2009,W. W. Norton & Company,English,Paperback,30.91
Nelson Mandela,"The Struggle Is My Life",Memoir,281,1991,Pathfinder Books Ltd,English,Paperback,3.19
Elie Wiesel,"Night",Memoir,144,2008,Penguin,English,Paperback,6.93
Elie Wiesel,"Night",Memoir,144,2008,Penguin,English,Kindle,4.99
Elie Wiesel,"Dawn",Memoir,81,2006,Hill and Wang,English,Paperback,13.38
Elie Wiesel,"Day",Memoir,128,2006,Hill and Wang,English,Paperback,1.21
Elie Wiesel,"The Accident",Memoir,128,1991,Hill and Wang,English,Paperback,11.79
Elie Wiesel,"A Beggar in Jerusalem",Memoir,224,1997,Schocken Books,English,Paperback,7.38
Elie Wiesel,"And the Sea Is Never Full: Memoirs,1969-",Memoir,448,2000,Knopf Doubleday Publishing Group,English,Paperback,2.11
Elie Wiesel,"Open Heart",Memoir,79,2012,Knopf,English,Paperback,8.75
P.D. James,"The Children of Men",Dystopian,352,2018,Faber & Faber,English,Paperback,9.19
P.D. James,"The Children of Men",Dystopian,292,2018,Faber & Faber,English,Kindle,5.99
P.D. James,"Death Comes to Pemberley",Dystopian,306,2011,Faber & Faber,English,Kindle,1.79
P.D. James,"Death Comes to Pemberley",Dystopian,306,2011,Faber & Faber,English,Paperback,8.02
P.D. James,"An Unsuitable Job for a Woman",Dystopian,288,2019,Faber & Faber,English,Paperback,9.05
P.D. James,"An Unsuitable Job for a Woman",Dystopian,288,2019,Faber & Faber,English,Kindle,6.49
P.D. James,"The Murder Room",Dystopian,560,2020,Faber & Faber,English,Paperback,9.19
P.D. James,"The Murder Room",Dystopian,560,2020,Faber & Faber,English,Kindle,1.99
P.D. James,"A Mind to Murder",Dystopian,288,2020,Faber & Faber,English,Paperback,7.65
P.D. James,"A Mind to Murder",Dystopian,288,2020,Faber & Faber,English,Kindle,5.99
P.D. James,"Cover Her Face",Dystopian,288,2019,Faber & Faber,English,Paperback,9.05
P.D. James,"Cover Her Face",Dystopian,288,2019,Faber & Faber,English,Kindle,5.99
P.D. James,"A Taste for Death",Dystopian,656,2019,Faber & Faber,English,Paperback,9.19
P.D. James,"A Taste for Death",Dystopian,656,2019,Faber & Faber,English,Kindle,6.49
Veronica Roth,"Divergent",Dystopian,544,2021,HarperCollinsChildren’sBooks,English,Paperback,8.27
Veronica Roth,"Divergent",Dystopian,362,2011,HarperCollinsChildren’sBooks,English,Kindle,2.99
Veronica Roth,"Insurgent",Dystopian,545,2012,HarperCollinsChildren’sBooks,English,Kindle,3.99
Veronica Roth,"Insurgent",Dystopian,576,2013,HarperCollinsChildren’sBooks,English,Paperback,7.35
Veronica Roth,"Allegiant",Dystopian,544,2015,HarperCollinsChildren’sBooks,English,Paperback,7.35
Veronica Roth,"Allegiant",Dystopian,418,2013,HarperCollinsChildren’sBooks,English,Kindle,3.99
Veronica Roth,"Four: A Divergent Collection",Dystopian,304,2015,HarperCollinsChildren’sBooks,English,Paperback,5.59
Veronica Roth,"Four: A Divergent Collection",Dystopian,216,2014,HarperCollinsChildren’sBooks,English,Kindle,4.59
Veronica Roth,"Carve the Mark",Dystopian,512,2017,HarperCollinsChildren’sBooks,English,Paperback,7.81
Veronica Roth,"Carve the Mark",Dystopian,481,2017,HarperCollinsChildren’sBooks,English,Kindle,3.49
Veronica Roth,"The Fates Divide",Dystopian,480,2018,HarperCollinsChildren’sBooks,English,Paperback,8.27
Veronica Roth,"The Fates Divide",Dystopian,469,2018,HarperCollinsChildren’sBooks,English,Kindle,2.99
Veronica Roth,"Chosen Ones",Dystopian,434,2020,Hodderscape,English,Kindle,4.99
Veronica Roth,"Chosen Ones",Dystopian,434,2021,Hodder Paperbacks,English,Paperback,8.27
Ferdinand de Saussure,Course in General Linguistics",Linguistics,236,1995,Duckworth,English,Paperback,19.99
Ferdinand de Saussure,Course in General Linguistics",Linguistics,236,1995,Duckworth,English,Kindle,11.36
William Shakespeare,Romeo and Juliet",Drama,320,2011,William Collins,English,Paperback,2.99
William Shakespeare,Romeo and Juliet",Drama,97,2019,Grapevine,English,Kindle,0.24
William Shakespeare,"Hamlet",Drama,128,2000,Dover Publications Inc,English,Paperback,2.99
William Shakespeare,"Hamlet",Drama,169,2019,DGrapevine,English,Kindle,0.24
William Shakespeare,"Macbeth",Drama,128,1992,Wordsworth Editions,English,Paperback,3.99
William Shakespeare,"Macbeth",Drama,130,2013,Wordsworth Editions,English,Kindle,0.99
William Shakespeare,"Othello",Drama,192,2011,William Collins,English,Paperback,2.99
William Shakespeare,"Othello",Drama,165,2023,Global Publishers,English,Kindle,0.00
William Shakespeare,"A Midsummer Night's Dream",Drama,400,2017,The Arden Shakespeare,English,Paperback,8.99
William Shakespeare,"A Midsummer Night's Dream",Drama,400,2017,The Arden Shakespeare,English,Kindle,5.42
William Shakespeare,"Julius Caesar",Drama,272,2015,Penguin Classics,English,Paperback,6.99
William Shakespeare,"Julius Caesar",Drama,272,2005,Penguin Classics,English,Kindle,3.99
William Shakespeare,"The Tempest",Drama,85,2012,Dover Publications,English,Kindle,0.49
Anton Chekhov,"The Cherry Orchard",Drama,50,2019,Digireads,English,Paperback,5.99
Anton Chekhov,"The Cherry Orchard",Drama,60,2019,Digireads,English,Paperback,2.25
Anton Chekhov,"The Seagull",Drama,68,2014,CreateSpace Independent,English,Paperback,5.99
Anton Chekhov,"The Seagull",Drama,56,2019,E-BOOKARAMA,English,Kindle,0.49
Anton Chekhov,"Uncle Vanya",Drama,60,2014,CreateSpace Independent,English,Paperback,2.99
Anton Chekhov,"Uncle Vanya",Drama,49,2012,CreateSpace Independent,English,Kindle,0.00
Anton Chekhov,"Three Sisters",Drama,78,2014,CreateSpace Independent,English,Paperback,2.99
Anton Chekhov,"Three Sisters",Drama,82,2009,Digireads,English,Paperback,2.49
Anton Chekhov,"The Lady with the Dog and Other Stories",Drama,352,2002,Penguin Classics,English,Paperback,9.19
Anton Chekhov,"The Lady with the Dog and Other Stories",Drama,352,2002,Penguin,English,Paperback,2.99
Isaac Asimov,Foundation",Science Fiction,240,2016,HARPER COLLINS,English,Paperback,6.19
Isaac Asimov,Foundation",Science Fiction,226,2018,HarperVoyager,English,Kindle,4.99
Isaac Asimov,"I Robot",Science Fiction,256,2018,HarperVoyager,English,Paperback,5.35
Isaac Asimov,"I Robot",Science Fiction,258,2018,HarperVoyager,English,Kindle,5.49
Isaac Asimov,"The Caves of Steel",Science Fiction,270,2018,HarperVoyager,English,Paperback,5.35
Isaac Asimov,"The Caves of Steel",Science Fiction,208,2023,HarperVoyager,English,Kindle,3.99
Isaac Asimov,"Foundation and Empire",Science Fiction,240,2016,HarperVoyager,English,Paperback,5.35
Isaac Asimov,"Foundation and Empire",Science Fiction,241,2018,HarperVoyager,English,Kindle,2.99
Isaac Asimov,"The Gods Themselves",Science Fiction,288,2013,Gateway,English,Paperback,4.11
Isaac Asimov,"Pebble in the Sky",Science Fiction,224,2019,HarperVoyager,English,Paperback,7.69
Isaac Asimov,"Pebble in the Sky",Science Fiction,222,2023,HarperVoyager,English,Kindle,3.99
Isaac Asimov,"Second Foundation",Science Fiction,240,2016,HARPER COLLINS,English,Paperback,7.69
Isaac Asimov,"Second Foundation",Science Fiction,274,2018,HarperVoyager,English,Kindle,2.99
Philip K. Dick,"Do Androids Dream of Electric Sheep?",Science Fiction,208,2010,Gateway,English,Paperback,4.49
Philip K. Dick,"Do Androids Dream of Electric Sheep?",Science Fiction,208,2010,Gateway,English,Kindle,4.99
Philip K. Dick,"A Scanner Darkly",Science Fiction,224,2012,W&N,English,Paperback,7.78
Philip K. Dick,"A Scanner Darkly",Science Fiction,307,2014,Gateway,English,Kindle,2.99
Philip K. Dick,"Ubik",Science Fiction,224,2000,Gateway,English,Paperback,5.53
Philip K. Dick,"Ubik",Science Fiction,224,2010,Gateway,English,Kindle,4.99
Philip K. Dick,"The Man in the High Castle",Science Fiction,256,2001,Penguin,English,Paperback,4.49
Philip K. Dick,"The Man in the High Castle",Science Fiction,274,2001,Penguin,English,Kindle,4.49
Philip K. Dick,"Valis",Science Fiction,272,2000,Gateway,English,Paperback,6.29
Philip K. Dick,"Valis",Science Fiction,272,2010,Gateway,English,Kindle,3.99
Philip K. Dick,"Flow My Tears,the Policeman Said",Science Fiction,256,2012,W&N,English,Paperback,6.54
Philip K. Dick,"Flow My Tears,the Policeman Said",Science Fiction,256,2010,Gateway,English,Kindle,2.99
Philip K. Dick,"Time Out of Joint",Science Fiction,224,2003,Gateway,English,Paperback,5.99
Philip K. Dick,"Time Out of Joint",Science Fiction,224,2010,Gateway,English,Kindle,2.99
Edgar Allan Poe,"The Tell-Tale Heart",Horror,26,2016,CreateSpace Independent,English,Paperback,2.99
Edgar Allan Poe,"The Tell-Tale Heart",Horror,70,2015,CreateSpace Independent,English,Kindle,0.99
Edgar Allan Poe,"The Fall of the House of Usher",Horror,544,2003,Penguin Classics,English,Paperback,5.99
Edgar Allan Poe,"The Fall of the House of Usher",Horror,544,2003,Penguin Classics,English,Kindle,0.49
Edgar Allan Poe,"The Masque of the Red Death",Horror,128,2022,Penguim Classics,English,Paperback,6.99
Edgar Allan Poe,"The Masque of the Red Death",Horror,62,2018,WS,English,Kindle,0.49
Edgar Allan Poe,"The Pit and the Pendulum",Horror,256,2009,Penguim Classics,English,Paperback,9.05
Edgar Allan Poe,"The Pit and the Pendulum",Horror,239,2009,Penguim,English,Kindle,1.99
Edgar Allan Poe,"The Raven",Horror,78,2022,Independent,English,Paperback,6.35
Edgar Allan Poe,"The Raven",Horror,83,2022,Independent,English,Kindle,1.46
Edgar Allan Poe,"The Cask of Amontillado",Horror,24,2013,CreateSpace Independent,English,Paperback,2.99
Edgar Allan Poe,"The Cask of Amontillado",Horror,25,2013,HarperPerennial Classics,English,Kindle,0.75
Edgar Allan Poe,"Ligeia",Horror,33,2017,Independent,English,Paperback,3.99
Evelyn Waugh,"Scoop",Satire,320,2000,Penguim Classics,English,Paperback,9.19
Evelyn Waugh,"Scoop",Satire,320,2012,Penguim,English,Kindle,4.99
Evelyn Waugh,"A Handful of Dust",Satire,240,2018,Penguim Classics,English,Paperback,7.09
Evelyn Waugh,"A Handful of Dust",Satire,242,2022,Avarang Books,English,Kindle,0.81
Evelyn Waugh,"Decline and Fall",Satire,304,2001,Penguim Classics,English,Paperback,6.99
Evelyn Waugh,"Decline and Fall",Satire,137,2012,Penguim,English,Kindle,4.99
Evelyn Waugh,"Vile Bodies",Satire,288,2000,Penguim Classics,English,Paperback,9.19
Evelyn Waugh,"Vile Bodies",Satire,338,2012,Penguim,English,Kindle,4.99
Evelyn Waugh,"Brideshead Revisited",Satire,326,2000,Penguim Classics,English,Paperback,9.19
Evelyn Waugh,"Brideshead Revisited",Satire,439,2020,Aegitas,English,Kindle,0.81
Evelyn Waugh",Black Mischief",Satire,304,2011,Penguim Classics,English,Paperback,9.19
Evelyn Waugh",Black Mischief",Satire,233,2012,Penguim,English,Kindle,1.99
Evelyn Waugh",Put Out More Flags",Satire,304,2000,Penguim Classics,English,Paperback,9.19
Evelyn Waugh",Put Out More Flags",Satire,316,2012,Penguim Classics,English,Paperback,5.99
Jonathan Swift,"Gulliver's Travels",Satire,133,2016,Independent Publishing,English,Paperback,5.10
Jonathan Swift,"Gulliver's Travels",Satire,303,2022,E-BOOKARAMA,English,Kindle,0.49
Jonathan Swift,"A Modest Proposal",Satire,24,2018,Independent Publishing,English,Paperback,2.75
Jonathan Swift,"A Modest Proposal",Satire,14,2016,Independent Publishing,English,Kindle,0.99
Jonathan Swift,"The Battle of the Books",Satire,84,2017,Independent Publishing,English,Paperback,3.77
Jonathan Swift,"The Battle of the Books",Satire,171,2017,Otbebookpublishing,English,Kindle,1.46
Jonathan Swift,"A Tale of a Tub",Satire,102,2022,Blurb,English,Paperback,3.29
Jonathan Swift,"A Tale of a Tub",Satire,105,2011,Blurb,English,Kindle,2.99
Jonathan Swift,"The Intelligencer",Satire,230,2010,Nabu Press,English,Paperback,39.41
Jonathan Swift,"A Complete Collection of Genteel and Ingenious Conversation",Satire,326,2020,HardPress Publishing,English,Paperback,13.95
Jonathan Swift,"A Complete Collection of Genteel and Ingenious Conversation",Satire,241,2018,HardPress Publishing,English,Kindle,6.36
Steven Pinker,"The Stuff of Thought",Linguistics,512,2008,Penguim,English,Paperback,10.95
Steven Pinker,"The Stuff of Thought",Linguistics,524,2008,Penguim,English,Kindle,4.49
Steven Pinker,"The Language Instinct",Linguistics,528,2015,Penguim,English,Paperback,11.95
Steven Pinker,"The Language Instinct",Linguistics,546,2003,Penguim,English,Kindle,6.99
Steven Pinker,"Words and Rules: The Ingredients of Language",Linguistics,410,2001,W&N,English,Paperback,10.94
Steven Pinker,"Words and Rules: The Ingredients of Language",Linguistics,507,2014,W&N,English,Kindle,3.99
Steven Pinker,"How the Mind Works",Linguistics,663,2003,Penguim,English,Kindle,7.99
Steven Pinker,"The Sense of Style",Linguistics,368,2015,Penguim,English,Paperback,10.11
Steven Pinker,"The Sense of Style",Linguistics,348,2014,Penguim,English,Kindle,5.49
Steven Pinker,"Enlightenment Now",Linguistics,576,2018,Penguim,English,Paperback,13.18
Steven Pinker,"Enlightenment Now",Linguistics,525,2018,Penguim,English,Paperback,9.99
Steven Pinker,"The Blank Slate",Linguistics,549,2003,Penguim,English,Paperback,11.95
Steven Pinker,"The Blank Slate",Linguistics,560,2003,Penguim,English,Kindle,9.49
Friedrich Nietzsche,"Thus Spoke Zarathustra",Philosophy,200,2019,Penguim Classics,English,Paperback,5.24
Friedrich Nietzsche,"Thus Spoke Zarathustra",Philosophy,524,2019,Grapevine,English,Kindle,0.24
Friedrich Nietzsche,"Beyond Good and Evil",Philosophy,240,2003,Penguim Classics,English,Paperback,6.99
Friedrich Nietzsche,"Beyond Good and Evil",Philosophy,123,2014,Penguim Classics,English,Kindle,0.99
Friedrich Nietzsche,"The Birth of Tragedy",Philosophy,96,2000,Dover Publications Inc,English,Paperback,2.99
Friedrich Nietzsche,"The Birth of Tragedy",Philosophy,143,2022,Grapevine India,English,Kindle,0.24
Friedrich Nietzsche,"Ecce Homo",Philosophy,122,2018,Independent Publishing,English,Paperback,8.43
Friedrich Nietzsche,"Ecce Homo",Philosophy,160,2022,Grapevine India,English,Kindle,0.38
Friedrich Nietzsche,"The Will to Power",Philosophy,192,2019,Dover Publications Inc,English,Paperback,8.10
Friedrich Nietzsche,"The Will to Power",Philosophy,473,2022,Grapevine India,English,Kindle,0.25
Friedrich Nietzsche,"On the Genealogy of Morality",Philosophy,224,1998,Hackett Publishing Co Inc,English,Paperback,16.99
Friedrich Nietzsche,"On the Genealogy of Morality",Philosophy,224,1998,Hackett Publishing Co Inc,English,Kindle,12.19
Friedrich Nietzsche,"Human All Too Human",Philosophy,275,1996,Bison Books,English,Paperback,15.48
Friedrich Nietzsche,"Human All Too Human",Philosophy,115,2017,Bison Books,English,Kindle,0.99
Marshall McLuhan,"Understanding Media: The Extensions of Man",Media Studies,389,1994,MIT Press,English,Paperback,26.99
Marshall McLuhan,"Understanding Media: The Extensions of Man",Media Studies,402,2013,Gingko Press,English,Kindle,16.99
Marshall McLuhan,"The Gutenberg Galaxy: The Making of Typographic Man",Media Studies,294,1962,University of Toronto Press,English,Paperback,20.82
Marshall McLuhan,"War and Peace in the Global Village",Media Studies,151,1997,Wired Books,English,Paperback,26.00
Marshall McLuhan,"The Medium is the Massage: An Inventory of Effects",Media Studies,160,2008,Penguim Classics,English,Paperback,7.99
Marshall McLuhan,"The Mechanical Bride: Folklore of Industrial Man",Media Studies,157,1967,Beacon Press,English,Paperback,22.00
Marshall McLuhan,"The Mechanical Bride: Folklore of Industrial Man",Media Studies,342,2021,Beacon Press,English,Kindle,2.16
Marshall McLuhan,"Through the Vanishing Point: Space in Poetry and Painting",Media Studies,267,1969,Harper & Row,English,Paperback,13.86
Marshall McLuhan,"The Global Village: Transformations in World Life and Media in the 21st Century",Media Studies,240,1992,Oxford University Press,English,Paperback,13.00
Marshall McLuhan,"The Global Village: Transformations in World Life and Media in the 21st Century",Media Studies,240,1989,Oxford University Press,English,Kindle,10.04
Charles Dickens,"Great Expectations",Novel,432,1992,Wordsworth Editions,English,Paperback,3.99
Charles Dickens,"Great Expectations",Novel,540,2023,Global Publishers,English,Kindle,0.72
Charles Dickens,"A Tale of Two Cities",Novel,464,2010,William Collins,English,Paperback,2.99
Charles Dickens,"A Tale of Two Cities",Novel,413,2018,Grapevine India,English,Kindle,0.16
Charles Dickens,"Oliver Twist",Novel,528,2010,William Collins,English,Paperback,0.70
Charles Dickens,"David Copperfield",Novel,1024,2004,Penguin Classics,English,Paperback,9.19
Charles Dickens,"David Copperfield",Novel,1083,2023,Global Publishers,English,Kindle,0.75
Charles Dickens,"Bleak House",Novel,1036,2017,Dover Publications Inc,English,Paperback,6.49
Charles Dickens,"Bleak House",Novel,789,2023,NTMC,English,Kindle,2.99
Charles Dickens,"A Christmas Carol",Novella,70,2016,Independent Publishing,English,Paperback,6.30
Charles Dickens,"A Christmas Carol",Novella,120,2016,Independent Publishing,English,Kindle,0.49
Charles Dickens,"Hard Times",Novel,384,2012,William Collins,English,Paperback,2.99
Charles Dickens,"Hard Times",Novel,342,2019,Grapevine,English,Kindle,0.25

