author,title,genre,num_pages,year,publisher,language,version,price
Jane Austen,Pride and Prejudice,Romance,4482,2003,Penguin Classics,English,Paperback,2.49
Jane Austen,Pride and Prejudice,Romance,4482,2003,Penguin Classics,English,Kindle,0.75
Jane Austen,Sense and Sensibility,Romance,368,2003,Penguin Classics,English,Paperback,7.35
Jane Austen,Sense and Sensibility,Romance,368,2003,Penguin Classics,English,Kindle,0.75
Jane Austen,Emma,Romance,512,2015,Penguin Classics,English,Paperback,10.99
Jane Austen,Emma,Romance,512,2015,Penguin Classics,English,Kindle,8.49
Jane Austen,Persuasion,Romance,304,2003,Penguin Classics,English,Paperback,3.74
Jane Austen,Persuasion,Romance,304,2003,Penguin Classics,English,Kindle,0.0
Jane Austen,Mansfield Park,Romance,224,2019,Independently published,English,Paperback,10.49 
Jane Austen,Mansfield Park,Romance,224,2019,Independently published,English,Kindle,0.0
Jane Austen,Northanger Abbey,Romance,240,2023,Harper Muse,English,Paperback,13.75
Jane Austen,Northanger Abbey,Romance,240,2023,Harper Muse,English,Kindle,0.99
Jane Austen,Lady Susan,Romance,240,1974,Penguin Classics,English,Paperback,7.09
Jane Austen,Lady Susan,Romance,240,1974,Penguin Classics,English,Kindle,2.12
Nicholas Sparks,The Notebook,Romance,272,2007,Sphere,Englih,Paperback,7.98
Nicholas Sparks,The Notebook,Romance,272,2007,Sphere,Englih,Kindle,4.99
Nicholas Sparks,A Walk to Remember,Romance,240,2013,Sphere,English,Paperback,7.85
Nicholas Sparks,A Walk to Remember,Romance,240,2013,Sphere,English,Kindle,4.99
Nicholas Sparks,Dear John,Romance,2010,2006,Sphere,English,Paperback,8.27
Nicholas Sparks,Dear John,Romance,2010,2006,Sphere,English,Kindle,2.99
Nicholas Sparks,The Lucky One,Romance,368,2012,Sphere,Englih,Paperback,8.27
Nicholas Sparks,The Lucky One,Romance,368,2012,Sphere,Englih,Kindle,4.99
Nicholas Sparks,The Choice,Romance,352,2016,Sphere,English,Paperback,6.99
Nicholas Sparks,The Choice,Romance,352,2016,Sphere,English,Kindle,4.99
Nicholas Sparks,The Last Song,Romance,401,2009,Sphere,English,Paperback,8.27
Nicholas Sparks,The Last Song,Romance,401,2009,Sphere,English,Kindle,2.99
Nicholas Sparks,Safe Haven,Romance,416,2013,Sphere,English,Paperback,6.29 
Nicholas Sparks,Safe Haven,Romance,416,2013,Sphere,English,Paperback,3.99
Julia Quinn,The Duke and I,Historical Romance,433,2015,Avon,Englih,Paperback,8.37
Julia Quinn,The Duke and I,Historical Romance,433,2015,Avon,Englih,Kindle,8.37
Julia Quinn,The Viscount Who Loved Me,Historical Romance,384,2022,Piatkus,English,Paperback,6.28
Julia Quinn,The Viscount Who Loved Me,Historical Romance,384,2022,Piatkus,English,Kindle,2.99
Julia Quinn,Romancing Mister Bridgerton,Historical Romance,384,2002,Piatkus,English,Kindle,4.99
Julia Quinn,Romancing Mister Bridgerton,Historical Romance,384,2002,Piatkus,English,Paperback,6.99
Julia Quinn,To Sir Phillip With Love,Historical Romance,384,2021,Piatkus,Englih,Paperback,6.99
Julia Quinn,To Sir Phillip With Love,Historical Romance,384,2021,Piatkus,Englih,Kindle,4.99
Julia Quinn,When He Was Wicked,Historical Romance,448,2017,Avon,English,Paperback,6.99
Julia Quinn,When He Was Wicked,Historical Romance,448,2017,Avon,Englih,Kindle,2.99
Julia Quinn,It's in His Kiss,Historical Romance,384,2021,Piatkus,English,Paperback,6.99 
Julia Quinn,It's in His Kiss,Historical Romance,384,2021,Piatkus,English,Kindle,2.99 
Julia Quinn,On the Way to the Wedding,Historical Romance,381,2024,Avon,English,Paperback,7.99
Julia Quinn,On the Way to the Wedding,Historical Romance,381,2017,Avon,English,Kindle,2.99
Nora Roberts,The Witness,Romantic Suspense,496,2013,Piatkus,English,Paperback,8.27
Nora Roberts,The Witness,Romantic Suspense,496,2012,Piatkus,English,Kindle,3.99
Nora Roberts,The Villa,Contemporary Romance,497,2008,Piatkus,English,Paperback,8.27
Nora Roberts,The Villa,Contemporary Romance,497,2008,Piatkus,English,Kindle,4.99
Nora Roberts,Vision in White,Contemporary Romance,352,2009,Piatkus,English,Paperback,8.99
Nora Roberts,Vision in White,Contemporary Romance,352,2009,Piatkus,English,Kindle,0.99
Nora Roberts,The Obsession,Romantic Suspense,544,2017,Piatkus,English,Paperback,8.01
Nora Roberts,The Obsession,Romantic Suspense,544,2017,Piatkus,English,Kindle,4.99
Nora Roberts,Born in Fire,Contemporary Romance,352,2009,Piatkus,Englih,Paperback,8.06
Nora Roberts,Born in Fire,Contemporary Romance,352,2009,Piatkus,Englih,Kindle,4.99
Nora Roberts,The Reef,Contemporary Romance,496,2009,Piatkus,English,Paperback,9.19
Nora Roberts,The Reef,Contemporary Romance,452,2008,Piatkus,English,Kindle,4.99
Nora Roberts,Irish Thoroughbred,Contemporary Romance,192,2021,Piatkus,English,Paperback,6.79
Nora Roberts,Irish Thoroughbred,Contemporary Romance,192,2021,Piatkus,English,Kindle,4.99
Lisa Kleypas,Devil in Winter,Historical Romance,336,2011,Piatkus,English,Paperback,9.19
Lisa Kleypas,Devil in Winter,Historical Romance,336,2011,Piatkus,English,Kindle,4.99
Lisa Kleypas,It Happened One Autumn,Historical Romance,385,2010,Piatkus,English,Paperback,8.90
Lisa Kleypas,It Happened One Autumn,Historical Romance,385,2010,Piatkus,English,Kindle,2.99
Lisa Kleypas,Mine Till Midnight,Historical Romance,384,2010,Piatkus,Englih,Paperback,9.19
Lisa Kleypas,Mine Till Midnight,Historical Romance,384,2010,Piatkus,Englih,Kindle,1.99
Lisa Kleypas,Sugar Daddy,Contemporary Romance,385,2010,Piatkus,English,Paperback,7.55
Lisa Kleypas,Sugar Daddy,Contemporary Romance,385,2010,Piatkus,English,Kindle,2.99
Lisa Kleypas,Secrets of a Summer Night,Historical Romance,353,2010,Piatkus,English,Kindle,4.99
Lisa Kleypas,Secrets of a Summer Night,Historical Romance,353,2010,Piatkus,English,Paperback,9.19
Lisa Kleypas,Cold-Hearted Rake,Historical Romance,419,2015,Piatkus,English,Paperback,9.19
Lisa Kleypas,Cold-Hearted Rake,Historical Romance,419,2015,Piatkus,English,Kindle,2.99
Lisa Kleypas,Scandal in Spring,Contemporary Romance,319,2011,Piatkus,English,Paperback,4.99
Lisa Kleypas,Scandal in Spring,Contemporary Romance,319,2011,Piatkus,English,Kindle,4.99
Lisa Gardner,The Neighbor,Romantic Suspense,434,2012,Headline,English,Paperback,9.19
Lisa Gardner,The Neighbor,Romantic Suspense,434,2012,Headline,English,Kindle,4.99
Lisa Gardner,Alone,Romantic Suspense,365,2012,Headline,English,Paperback,9.19
Lisa Gardner,Alone,Romantic Suspense,365,2012,Headline,English,Kindle,4.99
Lisa Gardner,The Perfect Husband,Romantic Suspense,418,2012,Headline,English,Paperback,6.24
Lisa Gardner,The Perfect Husband,Romantic Suspense,418,2012,Headline,English,Kindle,2.99
Lisa Gardner,Hide,Romantic Suspense,418,2012,Headline,English,Paperback,9.19
Lisa Gardner,Hide,Romantic Suspense,418,2012,Headline,English,Kindle,4.99
Lisa Gardner,Love You More,Romantic Suspense,358,2012,Headline,English,Paperback,4.99
Lisa Gardner,Love You More,Romantic Suspense,358,2012,Headline,English,Kindle,4.99
Lisa Gardner,Gone,Romantic Suspense,418,2012,Headline,English,Paperback,5.99
Lisa Gardner,Gone,Romantic Suspense,418,2012,Headline,English,Kindle,4.99
Lisa Gardner,Say Goodbye,Romantic Suspense,466,2012,Headline,English,Paperback,9.19
Lisa Gardner,Say Goodbye,Romantic Suspense,466,2012,Headline,English,Kindle,4.99
Jennifer Crusie,Bet Me,Contemporary Romance,432,2007,St. Martin's Press,English,Paperback,8.33
Jennifer Crusie,Bet Me,Contemporary Romance,432,2007,St. Martin's Press,English,Kindle,5.99
Jennifer Crusie,Welcome to Temptation,Contemporary Romance,420,2010,St. Martin's Press,English,Paperback,9.03 
Jennifer Crusie,Welcome to Temptation,Contemporary Romance,420,2010,St. Martin's Press,English,Kindle,7.94 
Jennifer Crusie,Faking It,Contemporary Romance,432,2011,St. Martin's Press,English,Paperback,12.25
Jennifer Crusie,Faking It,Contemporary Romance,432,2011,St. Martin's Press,English,Kindle,7.94
Jennifer Crusie,Anyone but You,Contemporary Romance,156,2010,Mills & Boon,English,Paperback,20.93
Jennifer Crusie,Anyone but You,Contemporary Romance,156,2010,Mills & Boon,English,Kindke,2.99
Jennifer Crusie,The Cinderella Deal,Contemporary Romance,226,2010,Bantam,English,Paperback,13.36
Jennifer Crusie,The Cinderella Deal,Contemporary Romance,226,2010,Bantam,English,Kindle,4.49
Jennifer Crusie,Crazy for You,Contemporary Romance,338,2010,St. Martin's Press,English,Paperback,16.99
Jennifer Crusie,Crazy for You,Contemporary Romance,338,2010,St. Martin's Press,English,Kindle,7.94
Jennifer Crusie,What the lady wants,Contemporary Romance,332,2014,Mills & Boon,English,Paperback,27.78
Jennifer Crusie,What the lady wants,Contemporary Romance,332,2014,Mills & Boon,English,Kindle,3.99 
Colleen Hoover,It Ends with Us,Contemporary Romance,384,2016,Simon & Schuster UK,English,Paperback,5.00
Colleen Hoover,It Ends with Us,Contemporary Romance,384,2016,Simon & Schuster UK,English,Kindle,4.99
Colleen Hoover,November 9,Contemporary Romance,352,2015,Simon & Schuster UK,English,Paperback,4.50
Colleen Hoover,November 9,Contemporary Romance,352,2015,Simon & Schuster UK,English,Kindle,5.99
Colleen Hoover,Ugly Love,Contemporary Romance,352,2014,Simon & Schuster UK,English,Paperback,5.99
Colleen Hoover,Ugly Love,Contemporary Romance,352,2014,Simon & Schuster UK,English,Kindle,5.99
Colleen Hoover,Confess,Contemporary Romance,320,2015,Simon & Schuster UK,English,Paperback,8.99
Colleen Hoover,Confess,Contemporary Romance,320,2015,Simon & Schuster UK,English,Kindle,5.99
Colleen Hoover,Slammed,Contemporary Romance,384,2013,Simon & Schuster UK,English,Paperback,5.00
Colleen Hoover,Slammed,Contemporary Romance,384,2013,Simon & Schuster UK,English,Kindle,5.99
Colleen Hoover,Maybe Someday,Contemporary Romance,377,2014,Simon & Schuster UK,English,Paperback,8.27
Colleen Hoover,Maybe Someday,Contemporary Romance,377,2014,Simon & Schuster UK,English,Kindle,5.99
Colleen Hoover,Hopeless,Contemporary Romance,416,2013,Simon & Schuster UK,English,Paperback,5.00
Colleen Hoover,Hopeless,Contemporary Romance,416,2013,Simon & Schuster UK,English,Kindle,5.99
Sarah Dessen,The Truth About Forever,Contemporary Romance,398,2008,Penguin,English,Paperback,8.27
Sarah Dessen,The Truth About Forever,Contemporary Romance,398,2008,Penguin,English,Kindle,4.99
Sarah Dessen,Just Listen,Contemporary Romance,396,2007,Penguin,English,Paperback,8.27
Sarah Dessen,Just Listen,Contemporary Romance,396,2007,Penguin,English,Kindle,3.99
Sarah Dessen,This Lullaby,Contemporary Romance,384,2011,Hodder Children's Books,Englihs,Paperback,12.59
Sarah Dessen,This Lullaby,Contemporary Romance,384,2011,Hodder Children's Books,Englihs,Kindle,4.99
